,genre,artist,album,song,lyrics
43,Folk,Tracy Chapman,Miscellaneous ,Remember The Tinman ,"Tracy Chapman
Miscellaneous
Remember The Tinman



There are locks on the doors
And chains stretched across all the entries to the inside
There's a gate and a fence
And bars to protect from only God knows what lurks outside

Who stole your heart left you with a space
That no one and nothing can fill 
Who stole your heart who took it away
Knowing that without it you can't live

Who took away the part so essential to the whole
Left you a hollow body
Skin and bone
What robber what thief who stole your heart and the key

Who stole your heart 
The smile from your face
The innocence the light from your eyes
Who stole your heart or did you give it away
And if so then when and why

Who took away the part so essential to the whole
Left you a hollow body
Skin and bone
What robber what thief
Who stole your heart and the key 

Now all sentiment is gone
Now you have no trust in no one 

Who stole your heart
Did you know but forget the method and moment in time
Was it a trickster using mirrors and sleight of hand
A strong elixir or a potion that you drank

Who hurt your heart
Bruised it in a place
That no one and nothing can heal 
You've gone to wizards, princes and magic men
You've gone to witches, the good the bad the indifferent

But still all sentiment is gone
But still you have no trust in no one 

If you can tear down the walls
Throw your armor away remove all roadblocks barricades
If you can forget there are bandits and dragons to slay
And don't forget that you defend an empty space

And remember the tinman
Found he had what he thought he lacked
Remember the tinman
Go find your hear and take it back 

Who stole your heart
Maybe no one can say
One day you will find it I pray"
44,Folk,Tracy Chapman,Miscellaneous ,Over In Love (international bonus track) ,"Tracy Chapman
Miscellaneous
Over In Love (international bonus track)



Cold wind blows
Shivers loose
Hard rain
To my skin soaked
through

So over in love with you
I dont't even care

Sky turns gray
Black and blue
Fall on me 
I can't be moved

So over in love with you
I dont't even care

Hot sun shines
And lays bare
Shadows cross cut
Heavy air

So over in love with you
I dont't even care

the tide that washes in
and out
Reveals a heart
And face worn newù

So over in love with you
I dont't even care

I dont't even care
I dont't even care
I dont't even care

I dont't even care

I dont't even care"
45,Folk,Tracy Chapman,Miscellaneous ,Open Arms ,"Tracy Chapman
Miscellaneous
Open Arms



If love is what you want
Baby here I am
If tenderness is what you need
I've got that to give
If you need some affection
Baby these are open arms
Open arms, open arms, open arms, open arms 

You come hem you've had a hard day
Every door you tried to open
Was closing in your face
I'm right here I'll be right here
I'll embrace you 

I'll be open with my heart
I'll let you in
I'll be open with my thoughts
I'll be your best friend
If you need some attention
Baby these are open arms
Open arms, open arms, open arms, open arms 

Every corner you turn
Trouble come your way
But when you get home
I'll try to be there
And I'll embrace you 

These are
These are
These are
Open arms 

If time is what you need
Baby I'll stop the clocks
If you're looking for something
Maybe I've got what you want
If there's one thing to remember
Don't forget that these are open arms
Open arms, open arms, open arms, open arms 

These are
These are
These are
Open arms"
46,Folk,Tracy Chapman,Miscellaneous ,O Holy Night ,"O holy night the stars are brightly shining
This is the night of our dear Savior's birth
Long lay the world in sin and error pining
Till He appeared and the soul felt its worth

A thrill of hope, the weary world rejoices
For yonder breaks a new and glorious morn
Fall on your knees
Hear the angels' voices

O night divine
O night when Christ was born
O night divine
O night divine

Fall on your knees
Hear the angels' voices

O night divine
O night when Christ was born
O night divine
O night divine"
47,Folk,Tracy Chapman,Miscellaneous ,Nothing Yet ,"Tracy Chapman
Miscellaneous
Nothing Yet



Good times and bad
Seen them both
Hope fly out the window
Fortune walk through the door
Learned not to believe
This is as good as it gets
Because we ain't seen nothing yet 

Hands untied
But the same shuffle once again
Running all the time
Ain't going nowhere
It's a new page in the same book
It's a new game with the same rules
The lights go down
Fade to black on the set
And we ain't seen nothing yet 

Saddled with bonds
Broken and in disrepair
Forty acres to a forty-ounce
Don't seem fair
The sirens rise and wail
Shadowed by Liberty's torch
As the boats that brought us over
Are slowly sinking off the shore
And we ain't seen nothing yet 

This life a crime
A blessing and a curse
Chosen and unwanted
Displaced and usurped
I'd run away
But there is nowhere to go
So I'll stand and fight
And hope and pray
That the best is yet to come
And we ain't seen nothing yet"
48,Folk,Tracy Chapman,Miscellaneous ,New Beginning ,"Tracy Chapman
Miscellaneous
New Beginning



The whole world's broke and it ain't worth fixing
It's time to start all over, make a new beginning
There's too much pain, too much suffering
Let's resolve to start all over make a new beginning

Now don't get me wrong - I love life and living
But when you wake up and look around at everything that's going down -
All wrong
You see we need to change it now, this world with too few happy endings
We can resolve to start all over make a new beginning

Start all over
Start all over
Start all over
Start all over

The world is broken into fragments and pieces
That once were joined together in a unified whole
But now too many stand alone - There's too much separation
We can resolve to come together in the new beginning

Start all over
Start all over
Start all over
Start all over

We can break the cycle - We can break the chain
We can start all over - In the new beginning
We can learn, we can teach
We can share the myths the dream the prayer
The notion that we can do better
Change our lives and paths
Create a new world and

Start all over
Start all over
Start all over
Start all over

The whole world's broke and it ain't worth fixing
It's time to start all over, make a new beginning
There's too much fighting, too little understanding
It's time to stop and start all over
Make a new beginning

Start all over
Start all over
Start all over
Start all over

We need to make new symbols
Make new signs
Make a new language
With these we'll define the world

And start all over
Start all over
Start all over
Start all over ..."
49,Folk,Tracy Chapman,Miscellaneous ,Matters Of The Heart ,"Tracy Chapman
Miscellaneous
Matters Of The Heart



I lose my head
From time to time
I make a fool of myself
In matters of the heart 

We should have been holding each other
Instead we talked
I make a fool of myself
In matters of the heart 

But I asked before
Your reply was kind and polite
One wants more
When one's denied
I make a fool of myself
In matters of the heart 

I won't call it love
But it feels good to have passion in my life
If there's a battle
I hope my head always defers to my heart
In matters of the heart 

I guess I'm crazy to think
I can give you what you don't want
I make a fool of myself
In matters of the heart 

I wish that I had the power
To make these feelings stop
I lose all self control
In matters of the heart

I can't believe
It's so hard to find someone
To give affection to
And from whom you can receive
I guess it's just the draw of the cards
In matters of the heart 

You caught me off guard
Somehow you reached me
Where I thought I had nothing left inside
I've learned my lesson I've been edified
In matters of the heart 

I've spent my nights
Where the sleeping dogs lie
Not by your side
It feels so lonely
Once again I've left to much to chance
In matters of the heart 

Here I sit
I'm feeling sorry for myself
It's quite a sight
But I have you to thank
For reminding me
We're all alone in this world
And in matters of the heart 

I'm already missing you
Although we won't say good-byes
Until tomorrow afternoon
Maybe when and if I see you again
We'll see eye to eye
In matters of the heart 

I have no harsh words for you
I have no tears to cry
If the moon were full
I'd be howling inside
It only hurts
In matters of the heart 

If today were my birthday
I'd be reborn
As Bronte's bird a bird that could fly
And all accounts would be settled
In matters of the heart 

Matters of the heart"
50,Folk,Tracy Chapman,Miscellaneous ,Material World ,"Tracy Chapman
Miscellaneous
Material World



You in your fancy 
Material world 
Don't see the links of chain 
Binding blood 


Our own ancestors 
Are hungry ghosts 
Closets so full of bones 
They won't close 


Call it upward mobility 
But you've been sold down the river 
Just another form of slavery 
And the whole man-made white world 
Is your master 


You in your fancy 
Material world 
Create in your own image 
A supreme god 


Your virgin mary 
Your holy ghosts 
Claimed to be pure of heart 
Have hands that are stained with blood 


You in your fancy 
Material world 
Don't see the links of chain 
Binding"
51,Folk,Tracy Chapman,Miscellaneous ,Let It Rain ,"Tracy Chapman
Miscellaneous
Let It Rain



Let it rain
As I walk these streets unknown
To no one named
Not even myself
When I'm low

Give me hope
That help is coming
When I need it most
Give me hope
That help is coming
When I need it most

Let it go
No mother no father no home
Forget as all others
Have forgotten
When I'm alone

But give me hope
That help is coming
When I need it most
Give me hope
That help is coming
When I need it most

Let it come
Love that lifts me up
Pain that brings me down
Everything I'd ever want and don't
When I'm not strong

But give me hope
That help is coming
When I need it most
Give me hope
That help is coming
When I need it most

Let it rain
Let it flood these streets and wash me away
To where it makes no difference who I am
Or what the future holds 
When I don't know

But give me hope
That help is coming
When I need it most
Give me hope
That help is coming
When I need it most"
52,Folk,Tracy Chapman,Miscellaneous ,Less Than Strangers ,"Tracy Chapman
Miscellaneous
Less Than Strangers



You and me
Had some history
Had a semblance of honesty
All that has changed now
We shared words
Only lover speak
How can it be
We are less than strangers 

Oh it hurts to lose in love
Let anger and cruelty win
It's unfair that you doubt your feelings
And that you'll ever love again
I know that hearts can change
Like the seasons and the wind
But when I said forever
I thought that we'd always be friends 

You and me had some history
Had a semblance of honesty
All that has changed now
We shared words
Only lovers speak
How can it be
We are less than strangers 

I thought I saw you yesterday
I thought I passed you on the street
I swear I saw your face
I was not imagining
That you stole a glance my way
You walked away from me
My heart it may be broken
But my eyes are dry to see 

You and me had some history
Had a semblance of honesty
All that has changed now
We shared words
Only lovers speak
How can it be
We are less than strangers"
53,Folk,Tracy Chapman,Miscellaneous ,It's OK ,"Tracy Chapman
Miscellaneous
It's OK



It's OK
Love is only meant for some
I'm the rock
The shoulder you can cry on
I keep the walls from falling down
I keep the walls from falling down
I keep the walls from falling down 

I'll play it straight
While you laugh and drink and party all night long
I'll designate myself
To be the driver who takes you home
I keep the walls from falling down
I keep the walls from falling down 

You can be pretty and tragic
I'll try to keep the walls from falling down
You can be beautiful and fabulous
I'll try to keep the walls from falling down
I can't reach the pain you feel
But I'll try to keep the walls from falling down
If you can hold on
Lose your fear
I'll try to keep the walls from falling down
Falling down
Falling down
Where is your saint?
To let you know you're not alone
To bring you peace
Help me be your friend your confidante
And keep the walls from falling down
Keep the walls from falling down
Keep the walls from falling down"
54,Folk,Tracy Chapman,Miscellaneous ,Speak The Word ,"Tracy Chapman
Miscellaneous
Speak The Word



Unsettled hearts
Promise what they can't deliver
Bring me the wine
And the cold night air to clear my head
Gray matter memory house
Master of this trembling flesh
Steady still my doubts
Let me speak the word that precedes bliss
Let me speak the word
Let me speak the word 

Love love love love love love love love 

Let me speak the word
Let me speak the word 

Love love love love love love love love 

Let me speak the word
Let me speak the word 

Let me speak the word
Let me speak the word 

These weakened knees
Have not touched ground or pew in ages
I haven't bowed my head
I offer thanks to any god or to ask for favors
But watch me now
I'm falling down
Praying
To speak the word that precedes bliss
To speak the word
To speak the word 

Love love love love love love love love 

Let me speak the word
Let me speak the word 

Love love love love love love love love 

Let me speak the word
Let me speak the word 

Let me speak the word
Let me speak the word"
55,Folk,Tracy Chapman,Miscellaneous ,Subcity ,"Tracy Chapman
Miscellaneous
Subcity



People say it doesn't exist 
'Cause no one would like to admit 
That there is a city underground 
Where people live everyday 
Off the waste and decay 
Off the discards of their fellow man 


Here in subcity life is hard 
We can't receive any government relief 
I'd like to please give Mr. President my honest regards 
For disregarding me 


They say there's too much crime in these city streets 
My sentiments exactly 
Government and big business hold the purse strings 
When I worked I worked in the factories 
I'm at the mercy of the world 
I guess I'm lucky to be alive 


They say we've fallen through the cracks 
They say the system works 
But we won't let it 
Help 
I guess they never stop to think 
We might not just want handouts 
But a way to make an honest living 
Living this ain't living 


What did I do deserve this 
Had my trust in god 
Worked everyday of my life 
Thought I had some guarantees 
That's what I thought 
At least that's what I thought 


Last night I had another restless sleep 
Wondering what tomorrow might bring 
Last night I dreamed 
A cold blue light was shining down on me 
I screamed myself awake 
Thought I must be dying 
Thought I must be dying"
56,Folk,Tracy Chapman,Miscellaneous ,Sweet One ,"Tracy Chapman
Miscellaneous
Sweet One



My sweet one
My sad-eyed little lover 
My sweet one
I swear there are no others
But you, but you, but you, but you, but you 

Baby
At night-time
Only sometime
I get kind of lonely
And this old roaming heart of mine
It starts searching on its own, and
I swear my love is true
And I give it all to you
Baby 

Well those sweet sad eyes
Don't you know they call me back
Everytime
I try to go astray
And the image of you
Don't you know it always lingers on my mind
Every minute of the day 

My sweet one
My sad-eyed little lover 
My sweet one
I swear there are no others
But you, but you, but you, but you, but you 

Baby
Well those sweet sad eyes
Don't you know they call me back
Everytime
I try to go astray
And the image of you
Don't you know it always lingers on my mind
Every minute of the day 

My sweet one
My sad-eyed little lover 
My sweet one
I swear there are no others
But you, but you, but you, but you, but you 

Baby"
57,Folk,Tracy Chapman,Miscellaneous ,Give Me One Good Reason ,"Give me one reason to stay here
And I'll turn right back around
Give me one reason to stay here
And I'll turn right back around
Because I don't want to leave you lonely
But you got to make me change my mind

Baby I got your number and I know that you got mine
But you know that I called you, I called too many times
You can call me baby, you can call me anytime
But you got to call me

Give me one reason to stay here
And I'll turn right back around
Give me one reason to stay here
And I'll turn right back around
Because I don't want to leave you lonely
But you got to make me change my mind

I don't want no one to squeeze me
They might take away my life
I don't want no one to squeeze me
They might take away my life
I just want someone to hold me
And rock me through the night

This youthful heart can love you
And give you what you need
This youthful heart can love you
And give you what you need
But I'm too old to go chasing you around
Wasting my precious energy

Give me one reason to stay here
And I'll turn right back around
Give me one reason to stay here
And I'll turn right back around
Because I don't want to leave you lonely
But you got to make me change my mind

Baby just give me one reason
Give me just one reason why
Baby just give me one reason
Give me just one reason why I should stay
Because I told you that I loved you
And there ain't no more to say"
58,Folk,Tracy Chapman,Miscellaneous ,Son of a Preacher Man ,"Billy Ray was a preacher's son
And when his daddy would visit, he'd come along
When they gathered round and started talkin'
That's when Billy would take me walkin'
A through the back yard, we'd go walkin'
Then he'd look into my eyes, Lord knows, to my surprise

The only one who could ever reach me
Was the son of a preacher man
The only boy who could ever teach me
Was the son of a preacher man
Yes, he was, he was, mmm, yes, he was

Being good isn't always easy
No matter how hard I try
When he started sweet-talkin' to me
He'd come and tell me, everything is all right
He'd kiss and tell me, everything is all right
Can I get away again tonight?

The only one who could ever reach me
Was the son of a preacher man
The only boy who could ever teach me
Was the son of a preacher man
Yes, he was, he was, Lord knows, he was

How well I remember, the look that was in his eyes
Stealin' kisses from me on the sly
Takin' time to make time, tellin' me, that he's all mine
Learnin' from each other's knowing
Lookin' to see, how much we've grown

And the only one who could ever reach me
Was the son of a preacher man
The only boy who could ever teach me
Was the son of a preacher man
Yes, he was, he was, oh, yes, he was

He was the sweet-talking son of a preacher man
I guessed he was the son of a preacher man
Sweet-lovin' son of a preacher man
Ahh, move me"
59,Folk,Tracy Chapman,Miscellaneous ,Where Or When ,"Tracy Chapman
Miscellaneous
Where Or When
Where Or When 
by R. Rodgers 

It seems we stood and talked like this before 
We looked at each other the same way then 
But I can't remember where or when 
The clothes you're wearing are the clothes you wore 
The smile you are smiling you were smiling then 
But I can't remember where or when 
Some things that happen for the first time 
Seem to be happening again 
And so it seems that we have met before 
And laughed before and loved before 
But who knows where or when?"
60,Folk,Tracy Chapman,Miscellaneous ,Talking' Bout A Revolution ,"Tracy Chapman
Miscellaneous
Talking' Bout A Revolution
TALKIN' BOUT A REVOLUTION
Tracy Chapman

Don't you know
They're talkin' bout a revolution
It sounds like a whisper
Don't you know
They're talkin' about a revolution
It sounds like a whisper

While they're standing in the welfare lines
Crying at the doorsteps of those armies of salvation
Wasting time in the unemployment lines
Sitting around waiting for a promotion

Poor people gonna rise up
And get their share
Poor people gonna rise up
And take what's theirs

Don't you know
You better run, run, run...
Oh I said you better
Run, run, run...

Finally the tables are starting to turn
Talkin' bout a revolution

From: Deise Zandona"
61,Folk,Tracy Chapman,Miscellaneous ,Why? ,"Tracy Chapman
Miscellaneous
Why?



Why do the babies starve
When there's enough food to feed the world
Why when there're so many of us
Are there people still alone 

Why are the missiles called peace keepers
When they're aimed to kill
Why is a woman still not safe
When she's in her home 

Love is hate
War is peace
No is yes
And we're all free 

But somebody's gonna have to answer
The time is coming soon
Admidst all these questions and contradictions
There're some who seek the truth 

But somebody's gonna have to answer
The time is coming soon
When the blind remove their blinders
And the speechless speak the truth"
62,Folk,Tracy Chapman,Miscellaneous ,Wedding Song ,"Tracy Chapman
Miscellaneous
Wedding Song



I've been having dreams and visions
In them you are always standing
Right beside me
I reach out for your hand
To see your arms extending
outstretched towards me 

For you I don the veil
By your light
Others pale by comparison
I place my faith in love
My fate in this communication 

I've been having dreams and visions
In them you are always standing
Right beside me
I reach out for your hand
To see your arms extending
Outstretched towards me 

To you I give my pledge
I honor all that's good
In this life we're living
To think not only of myself
But of the greater union 

Can I get a witness
There is salvation and rapture for the lonely
Can I get a witness
Bless this day sacred and holy
Sacred and Holy 

I've been having dreams and visions
In them you are always standing
Right beside me
I reach out for your hand
To see your arms extending
Outstretched towards me 

With you I am revealed
All my shame all my faults and virtues
Behold body mind and spirit
Heart and soul devoted all to you 

Can I get a witness
Bless this day sacred and holy
Sacred and Holy"
63,Folk,Tracy Chapman,Miscellaneous ,Three Little Birds ,"Tracy Chapman
Miscellaneous
Three Little Birds



Don't worry about a thing
'Cause every little thing gonna be all right
Singin': ""Don't worry about a thing
'Cause every little thing gonna be all right!"" 

Rise up this mornin'
Smiled with the risin' sun
Three little birds
Pitch by my doorstep
Singin' sweet songs
Of melodies pure and true
Sayin', ""This is my message to you-ou-ou:"" 

Singin': ""Don't worry 'bout a thing,
'Cause every little thing gonna be all right.""
Singin': ""Don't worry (don't worry) 'bout a thing,
'Cause every little thing gonna be all right!""

Rise up this mornin',
Smiled with the risin' sun,
Three little birds
Pitch by my doorstep
Singin' sweet songs
Of melodies pure and true
Sayin', ""This is my message to you-ou-ou:"" 

Singin': ""Don't worry about a thing, worry about a thing, oh!
Every little thing gonna be all right"
64,Folk,Tracy Chapman,Miscellaneous ,This Time ,"Tracy Chapman
Miscellaneous
This Time



This time 
I won't show I'm vulnerable 
This time 
I won't give in first 
This time 
I will hold out with my love 
This time 
I will not be hurt 


I'm gonna love myself 
More than anyone else 
I'm gonna treat me right 
I'm gonna make you say 
That you love me first 
And you'll be the one with the most to lose tonight 
This time 


This time 
I won't let my emotions rule my life 
This time 
I'm gonna keep my heart locked safe inside 
This time 
I'm gonna be my own best friend 
This time 
I'm gonna be the one 


To win 
Your love 
Your affection 
To hide 
My fear 
Of rejection 
This time"
65,Folk,Tracy Chapman,Miscellaneous ,The Times They Are A Changing ,"Tracy Chapman
Miscellaneous
The Times They Are A Changing



Come gather round people wherever you roam
And admit that the waters around you have grown
And accept it that soon you'll be drenched to the bone
If your time to you is worth saving
Then you'd better start swimming or you'll sink like a stone
For the times, they are a changing

Come writers and critics who prophesize with your pens
And keep your eyes WIDE, the chance won't come again
And don't speak too soon, FOR the wheel's still in spin
And there's no telling who that it's naming
FOR the loser will be later to win
For the times, they are a changing

Come senators, congressmen, please head the call
Don't stand in the doorway, don't block up the hall
For he that gets hurt will be HE WHO has stalled
The battle outside ragging will soon shake your windows
And rattle your WALLS
For the times, they are a changing

Come mothers and fathers THROUGH OUT THE land
And don't criticize what you can't understand
Your sons and your daughter are beyond your command
Your old role is rapidly aging
Please get out of the new one if you can't lend YOUR hand
For the times they are a changing

The line, it is drawn, the curse, it is cast
The slow one NOWwill later be fast
AS the present now will LATER be the past
The order is rapidly fading
AND The first one now will later be last
For the times, they are a changing"
66,Folk,Tracy Chapman,Miscellaneous ,The Rape Of The World ,"Tracy Chapman
Miscellaneous
The Rape Of The World



Mother of us all
Place of our birth
How can we stand aside
And watch the rape of the world 

This the beginning of the end
This the most heinous of crimes
This the deadliest of sins
The greatest violation of all time 

Mother of us all
Place of our birth
We all are witness
To the rape of the world 

You've seen her stripped mined
You've heard of bombs exploded underground
You know the sun shines
Hotter than ever before

Mother of us all
Place of our birth
We all are witness
To the rape of the world 

Some claim to have crowned her
A queen
With cities of concrete and steel
But there is no glory no honor
In what results
From the rape of the world

Mother of us all
Place of our birth
We all are witness
To the rape of the world 

She has been clear-cut
She has been dumped on
She has been poisoned and beaten up
And we have been witness
To the rape of the world

Mother of us all
Place of our birth
How can we stand aside
And watch the rape of the world 

If you look you'll see it with your own eyes
If you listen you will hear her cries
If you care you will stand and testify
And stop the rape of the world

Stop the rape of the world
Mother of us all
Mother of us all
Mother of us all
Mother of us all..."
67,Folk,Tracy Chapman,Miscellaneous ,The Promise ,"Tracy Chapman
Miscellaneous
The Promise



If you wait for me 
then I'll come for you
Although I've traveled far
I always hold a place for you in my heart

If you think of me
If you miss me once in awhile
Then I'll return to you
I'll return and fill that space in your heart 

Remembering
Your touch
Your kiss
Your warm embrace
I'll find my way back to you
If you'll be waiting

If you dream of me 
L like I dream of you
In a place that's warm and dark
In a place where I can feel the beating of your heart 

Remembering
Your touch
Your kiss
Your warm embrace
I'll find my way back to you
If you'll be waiting

I've longed for you 
A and I have desired
To see your face your smile
To be with you wherever you are 

Remembering
Your touch
Your kiss
Your warm embrace
I'll find my way back to you
Please say you'll be waiting 

Together again
It would feel so good to be
In your arms
Where all my journeys end
If you can make a promise 
If it's one that you can keep
I vow to come for you
If you wait for me 

And say you'll hold
A place for me 
I in your heart."
68,Folk,Tracy Chapman,Miscellaneous ,The Only One ,"Tracy Chapman
Miscellaneous
The Only One



She was the only one
Of my flesh and blood
Now I have no calling
I can do no worldly good 

I sit silent
I sit mourning
I sit listless all the day
I've mostly lost the voice to speak
And any words to say except
Does heaven have enough angels yet? 

I've gone hard
And I've gone cold
I can't make the piece of this cracked life fit
Please forgive me for wanting to know
Does heaven have enough angels yet? 

She was the only one
Of my own flesh and blood
Sometimes I hear her calling
Straight from the house of god"
69,Folk,Tracy Chapman,Miscellaneous ,The Love That You Have ,"Tracy Chapman
Miscellaneous
The Love That You Have



The love that you had
In your heart is gone
Any touch of sincerity
Any trace of compassion 

What hardened your heart?
What turned it to stone?
What made you forget? 
You were in love with someone

Your hands don't reach out
Your voice doesn't call me
I know you've stopped listening
Your eyes look straight through me 

If nights are like this
I'd rather be alone
Who said you could forget
You were in love with someone? 

Tell me what hardened your heart
Tell me what turned it to stone
Tell me what made you forget
You were in love with someone 

Was I wrong to forgive
Your indiscretions?
Should I have been more hysterical
Less understanding? 

If you're looking for a villain
Go on assume the role
But don't say that it's my fault
That you're not in love with someone 

Tell me what hardened your heart
Tell me what turned it to stone
Tell me what made you forget
You were in love with someone 

Tell me there's someone in your life
I'll fight to keep your for my own
Tell me because I really want to know
Why you can't be in love with someone"
70,Folk,Tracy Chapman,Miscellaneous ,Telling Stories ,"Tracy Chapman
Miscellaneous
Telling Stories



There is fiction in the space between
The lines on your page of memories
Write it down but it doesn't mean
You're not just telling stories 

There is fiction in the space between
You and reality
You will do and say anything
To make your everyday life
Seem less mundane
There is fiction in the space between
You and me 

There's a science fiction in the space between
You and me
A fabrication of a grand scheme
Where I am the scary monster
I eat the city and as I leave the scene
In my spaceship I am laughing
In your remembrance of your bad dream
There's no one but you standing 

Leave the pity and the blame
For the ones who do not speak
You write the words to get respect and compassion
And for posterity
You write the words and make believe
There is truth in the space between 

There is fiction in the space between
You and everybody
Give us all what we need
Give us one more sad sordid story
But in the fiction of the space between
Sometimes a lie is the best thing
Sometimes a lie is the best thing"
71,Folk,Tracy Chapman,Miscellaneous ,Tell It Like It Is ,"Tracy Chapman
Miscellaneous
Tell It Like It Is



Say it say it say it Tell it like it is
Say it say it say it Tell it like it is

What breaks your heart
What keeps you awake at night
What makes you want to breakdown and cry

But say you'll never turn your back
Say you'll never harden to the world
Say you'll never try to still the rhythms in your breast
Say you'll never look at the evil among us and try to forget
Say you'll tell it like it is

Say it say it say it so everyone can hear
Say it say it say it tell it like it is

What breaks your hear
What keeps you awake at night
How your anger and grief
Make you want to cry out
And tell it like it is

But say you'll never close your eyes
Or pretend that it's a rosy world
Say you'll never try to paint
What is rotten with a sugarcoat
Say you'll talk about the horrors you've seen and the torment you know
And tell it like it is

Say it say it say it
So no one can forget
Say it say it say it Tell it like it is

What breaks your heart
What keeps you awake at night
What makes you want to break the ties that silence and bind
And tell it like it is

Say you'll never cover your ears and close your mouth
And live in a silent world
Say you'll only run as far or as fast as you need to be secure
Say that then you'll tell the truth
When a lie could cross your lips
And tell it like it is

Say it say it say it - Say it say it say it
Say it say it say it - Say it say it say it
Say it say it say it - Say it say it say it
Say it say it say it - Say it say it say it"
72,Folk,Tracy Chapman,Miscellaneous ,In The Dark ,"Tracy Chapman
Miscellaneous
In The Dark



Make me fumble
Make me fall
Make my heart stop and start
To tremble uncontrollably
Let my eyes see fear make desire
Keep those who long apart
Forbid the kiss
And leave us innocent
Of the things some do in the dark

The things some do in the dark
The things some do in the dark

Make me remember
Make me forget
Make my mind unable
To force the body to do its will
Let it be right for belief and denial
To share a space in the heart and leave us only to imagine
About the things some do in the dark

The things some do in the dark
The things some do in the dark

Make me pretend
Make me expect
Things can go and come to pass
Without trial or tribulation
Let this life space and time
Leave my body with permanent marks
Faded scars and lines
But not a single impression
Of the things some do in the dark

The things some do in the dark
The things some do in the dark

Let me be tempted
Let me be torn
But make my thoughts pure and not
Morally corrupt in form
Let us sleep tonight
Let innocence lie in our dreams and secret hearts
With burning desire
A need to know and do
The things some do in the dark

The things some do in the dark
The things some do in the dark"
73,Folk,Tracy Chapman,Miscellaneous ,If There Are THe Thigns ,"Tracy Chapman
Miscellaneous
If There Are THe Thigns



If these are the things that
Dreams are made of
Why don't I dream
Anymore 

I've tried to tell myself
Nothing's changed my dear
But I look around me
And think maybe that's not so 

I only have nightmares
And wake up with cold sweat
Coming through my pores 

Why don't I dream anymore 

I'm in the garden
All the trees bear fruit
I have to pick them before they fall
I finally grab one
I hold it in my hand
I open it up
It's rotten to the core 

Why don't I dream anymore 

If these are the things that
Dreams are made of
Why don't I dream
Anymore 

We lose our patience
Lose our trust
Yes we lose our innocence
To forget our sorrow and hide our pain
We lose old memories
But dreams are what life's worth living for 

I wish I could dream
Once more 

I'm in the garden
All the trees bear fruit
I have to pick them before they fall
I finally grab one
I hold it in my hand
I open it up
It's rotten to the core 

Why don't I dream anymore 

If these are the things that
Dreams are made of
Why don't I dream anymore 

I've tried to tell myself
It's all for the best my dear
But I look around me and think
Maybe that's not so 

I only have nightmares
Wake up in a cold sweat
Have I become as corrupt
As all I abhor 

I'm in the garden
All the trees bear fruit
I have to pick them before they fall
I finally grab one
I hold it in my hand
I open it up
It's rotten to the core 

Why don't I dream anymore 

If these are the things that
Dreams are made of
If these are the things that
Dreams are made of
If these are the things that
Dreams are made of 

I don't want anymore"
74,Folk,Tracy Chapman,Miscellaneous ,At This Poing In My Life ,"Tracy Chapman
Miscellaneous
At This Poing In My Life



Done so many things wrong I don't know if I can do right
Oh I, Oh I've
Done so many things wrong I don't know if I can do right 

At this point in my life
I've done so many things wrong I don't know if I can do right
If you put your trust in me I hope I won't let you down
If you give me a chance I'll try

You see it's been a hard road the road I'm traveling on
And if I take your hand I might lead you down the path to ruin
I've had a hard life I'm just saying it so you'll understand
That right now, right now, I'm doing the best I can 
At this point in my life

At this point in my life
Although I've mostly walked in the shadows
I'm still searching for the light
Won't you put your faith in me
We both know that's what matters
If you give me a chance I'll try

You see I've been climbing stairs but mostly stumbling down
I've been reaching high always losing ground
You see I've been reaching high but always losing ground
You see I've conquered hills but I still have mountains to climb
And right now right now I'm doing the best I can
At this point in my life 

Before we take a step
Before we walk down that path
Before I make any promises
Before you have regrets
Before we talk commitment
Let me tell you of my past
All I've seen and all I've done
The things I'd like to forget 
At this point in my life

At this point in my life
I'd like to live as if only love mattered
As if redemption was in sight
As if the search to live honestly
Is all that anyone needs
No matter if you find it 

You see when I've touched the sky
The earth's gravity has pulled me down
But now I've reconciled that in this world
Birds and angels get the wings to fly
If you can believe in this heart of mine
If you can give it a try
Then I'll reach inside and find and give you
All the sweetness that I have
At this point in my life

At this point in my life"
75,Folk,Tracy Chapman,Miscellaneous ,Another Sun ,"Tracy Chapman
Miscellaneous
Another Sun



Trouble won't find me
Sorrow won't call
Sadness will turn away
Searching for a new soul
Hardship won't come by
All pain will cease
Somebody will take my place
And suffer for me

If I never see another sun
If I never see another sun
If I never see another sun
Another sun another sun

If no love will comfort me
If no kind words come
To offer hope or peace
When I have fallen
If I be a stranger
Friend of no one
I'll gladly take my place 
In the world beyond

If I never see another sun
If I never see another sun
If I never see another sun
Another sun another sun

If I lay down and wake to see
The bright light of the morn
Rise up every day
To blind beat and burn
Show me no mercy
For need or want
Let somebody take my place
When the new day dawns

If I never see another sun
If I never see another sun
If I never see another sun
Another sun another sun"
