,Lyrics,Artist,Song,Genre
116,"[Intro]
Skirt skirt
Skirt skirt[Hook]
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt
Skirt
Skirt skirt
Skirt skirt


Related




 






15 Huge Stars Who Were Backup Singers First







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

[Verse 1]
Cooking up dope in Givenchys, all my niggas counting benjis
Pull up on you with the sticks nigga, we gon' handle business
I know a lot of niggas out here say they worth a mill ticket
I guess everybody rich, you a goddamn liar
Took the stand on your right hand man, so you had to die
Lost a lot of my real niggas so I had to cry
21 and that sex money what I live by
Glock 40 with the 30 round and a red dot
Young nigga went from hotboxing to a trap spot
Niggas clutching on the choppers every time the fuckin' door knock
Santan molly that'll make your fucking heart stop
Feds taking pictures every time the fucking car stop
Auntie hit the dope, she said it make her fucking jaw lock
Stray bullets hitting kids while they playing hop scotch
16 and pregnant ,told her momma and a fucking tear drop
And that's my soda, that's my stove and that's my pot
21







 




[Hook]
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt
Skirt
Skirt
Skirt skirt
Skirt skirt[Verse 2]
My wrist in the bowl and I skirt, I bought a new Rarri and skirt
I fuck on your bitch then I skirt, we pull up and murder and skirt
They niggas they know I'm berzerk, I keep it up under my shirt
My nigga we flipping that work, we jug and remixing that work
Lil bitty bitch wanna flirt, this lil bitty bitch wanna flirt
I'm fucking this bitch for a perc, I'm fucking this bitch for a perc
I'm smoking the OG from Cali, you lil niggas still smokin' purp
Niggas be talking that gangster shit til these lil niggas get hurt
Slaughter Gang nigga, they with me and they will put you on a shirt
I Slaughter Gang nigga, I'll slaughter your daughter then send her to church
Can't lose no more niggas, I lost some real niggas and nigga it hurts
So I bought a new chopper, it's fully and semi and 3 round burst[Outro]
(Mothafucking Slaughter Tape, nigga)
(Yeah nigga, y'all know what the fuck going on nigga)
(Huh?)
Slaughter your daughter
Slaughter your daughter
21, 21, 21
Skirt skirt
Skirt skirt
Skirt skirt
Skirt skirt




 ",21 Savage,Skirtt Skirtt,Hip-Hop
117,"Rags to riches, nigga came from the bottom
Hood rats, now a nigga fuckin' on models
Ridin' in the foreign, remember ridin' on MARTA
Grind got harder and my mind got smarter
I was gettin' bags for the cheap
When I ain't had money, I was robbin', nigga
I was gettin' bags for the free
21 Gang, they were right beside me
And they still with me, nigga, I'm on TV
Couple niggas switched up, bitched up, fuck 'em
I can't go nowhere without a pistol or a rubber
I'm too, too player to put a bitch before my brother
I'm too street smart, nigga, to serve a undercover
Niggas tryna clone a nigga's shit, damn, woah
Used to drive a hotbox, shit, Lambo
Niggas want a handout, shit, mine broke
I grinded for this shit, I grinded for this shit
Can't change on my game, niggas still here
Kinda hard to change my ways 'cause the shit real
Niggas rappin' 'bout shit they ain't even lived
Niggas lyin', I can hear it in their ad-libs
I'm poppin' Percocets, bitch, not Advil
It's kinda fucked up what they did to Black, damn
If I catch him in the trap, I'ma whack him
I catch that boy in traffic, nigga, I'ma whack him
Nigga, try to keep up with this fashion
Makin' sure my kids happy
They dependent on their daddy
Tryin' not to let the streets distract me
I know it's bumps in the road like acne
Had to sell dope, I couldn't be an athlete
I'm a solid young nigga, you can ask C
The internet ain't gon' help you understand me


Related




 






27 Best Ever Songs From Movie Soundtracks







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

I'm a street nigga, yeah I'm famous
I'm a rapper, nigga, and I'm gangbangin'
Everybody kill a nigga, what you claimin'?
Everybody get it with your nigga flamin'
All these chains on a nigga like I'm stranglin'
Ran off with your money, nigga, guess we straight then
You knockoff gangbangers ain't bangin'
In the hood everyday, I'm hangin'And I come through when the gang need
And I wear shades so they can't see
And I pay them lawyers and the bond fees
Nigga one thousand, I'm beyond G
I put my main bitch inside Givenchy
Niggas still askin', ""Can you front me?""
My old ho sayin', ""Boy you growed up""
Promethazine, it got a nigga slowed up
Too solid, pussy niggas can't disclose us
Went and seen Eliante, and he froze us
I'm too street to walk around with my nose up
Especially to the niggas knew me 'fore I blowed up
Savage Mode drop, now my price'll go up
Streets cold, nigga, they ain't showin' no love
Niggas get in front of judge and they fold up
Face shot, hit that boy with the whole dub







 




I'm a street nigga, yeah I'm famous
I'm a rapper, nigga, and I'm gangbangin'
Everybody kill a nigga, what you claimin'?
Everybody get it with your nigga flamin'
All these chains on a nigga like I'm stranglin'
Ran off with your money, nigga, guess we straight then
You knockoff gangbangers ain't bangin'
In the hood everyday, I'm hangin'Couple niggas switched up, bitched up, fuck 'em
I can't go nowhere without a pistol or a rubber
I'm too, too player to put a bitch before my brother
I'm too street smart, nigga, to serve a undercover




 ",21 Savage,Famous,Hip-Hop
118,"[Intro]
Woah, woah, woah, woah, woah
Yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah
Woah, yeah, woah, woah, yeah
Woah, woah, woah, woah
Woah, yeah, woah, yeah
Woah, yeah, woah, yeah
Woah, yeah, woah, yeah
W-woah, woah, woah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, 21
Yeah, 21


Related




 






23 One Hit Wonders You Still Can't Get Out Of Your Head







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

[Verse 1]
Dropped out of school (21)
Went and bought a tool (tool)
Got a deuce deuce (what?)
Time to act a fool (yeah)
Sellin' 2 for 5s (yeah)
Right on Central Drive (yeah)
You can ask my mama
I ain't gotta tell no lies (yeah)
Wanna snort a line (yeah)
Savage got them lines (yeah)
Yeah them niggas used to rap
But I jumped the line (21)
I listened to your mixtape, that shit was wack (shit was wack)
Studio time, you need to get your money back (On God)
Back in the day I let my uncle cook my crack (cook my crack)
Back in the day I would have took that nigga's pack (took the pack)
Fast forward, still walk 'round with a strap (21, 21)
Gotta keep that pistol on me, that's at all times (all times)
Gotta keep a yappa on me, I got all kinds (21)
Room full of bad bitches and they're all mine (yeah)
Room full of bad bitches and they're all dimes (21)
In a breakdown trap servin' all dimes, yeah







 




[Chorus]
Burglar-bar doors, burglar-bar doors, yeah, yeah
Water on the stove, water on the stove, yeah yeah
Watch me whip a O, watch me whip a O (21, 21)
We want all the smoke, we want all the smoke (21, 21)
D-R-A-C-O, D-R-A-C-O (Draco, Draco)
Shoot 'em in the face, shoot 'em in the nose (21, 21)
I paid my lawyer dope, he played with his nose (yeah, yeah)
AR with the scope, nigga don't get close (woah, woah)[Verse 2]
Trash bag full of mid-grade (mid-grade)
I'm cuttin' throat, nigga, switchblade (switchblade)
She sucked my dick so long she caught a lip ache (a lip ache)
New car drop, I'm on the list, wait (wait list)
I'm on the wait list, 21, and I weight lift (yeah)
Drop a brick off to you, that's a weight lift (yeah)
Drop the stick off to you, give you a whole clip (yeah)
Closed casket, nigga, I'm a bastard (21)
Ask around the 6, nigga we get drastic (drastic)
Glenwood Road, killin' like Jurassic (Park)
I see dead bodies like I'm on acid (21)
She fuck me good like she tryna get her ass did (yeah)[Chorus]
Burglar-bar doors, burglar-bar doors (yeah, yeah)
Water on the stove, water on the stove (yeah yeah)
Watch me whip a O, watch me whip a O (21, 21)
We want all the smoke, we want all the smoke (21, 21)
D-R-A-C-O, D-R-A-C-O (Draco, Draco)
Shoot 'em in the face, shoot 'em in the nose (21, 21)
I paid my lawyer dope, he played with his nose (yeah, yeah)
AR with the scope, nigga don't get close (woah, woah)




 ",21 Savage,All The Smoke,Hip-Hop
119,"Related




 






27 Best Ever Songs From Movie Soundtracks







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 









 








 ",21 Savage,First Night,Hip-Hop
120,"Grind hard, nigga, grind hard, I done grind hard
Late nights playin' b-ball with a decoy
I was on the corner with the robbers and the d-boys
Now I'm on the charts, man, this shit is unbelievable
Mama, it's a lot of secrets that I had to keep from you
Got in so much trouble, thought the teachers had beef with you
And it paid off 'cause we livin' like the Greeks and Jews
Used to leave your stove runnin', stove runnin'
Now it's Louis rags when my nose runnin'
Got it out the mud, I don't owe nothin'
You pussy-ass niggas ain't on nothin'
Wanna see me fucked up 'cause they poor hustlin'
The same niggas with me back when I was head itchin'
Man I'm having nightmares that the feds listenin'
You fake gangstas pump fakin' and they scared snitchin'
The coupe fast and it's fucking up the dash digital


Related




 






26 Best Breakup Songs Of All Time







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the pain with the
Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the pain with the
Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the
Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the pain with theIt's a bag on his head, I'ma pick it up
It was money in the house, I used to stick it up
Got your main bitch chillin', splashin', tryna lick it up
Dick ridin', niggas always tryna flick it up
I ain't tryna take no bitches, bitch I'm rollin' Swishers
I count my back end then I jump out with that pistol
If you ain't suckin' dick you get a early dismissal
We got your wifey at the spot, she tryna lick a pickle
I just went and bought a Lamb and it cost a nickel
And I came from the bottom and it feel good
And I went platinum, still in the hood
And I take the gang with me everywhere I go
Why these niggas hatin' on me? Man I don't know
Ain't a place in the world that I can't go
And I got a hundred racks inside a Go-Go
And I get a hundred racks for a show, show
Wanna give a bitch my heart but I can't though
I can't fall in love with a stank ho
Lil' bitch I fell in love with the bank ho
And you know I love that good drank, ho







 




Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the pain with the
Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the pain with the
Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the
Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the pain with theNumb the pain with the money and ride 'round with that Tommy
And I put it in her stomach and I made that lil' bitch ride me
You're my old school runner, you're my old school runner
But my new school runnin', it costs more than a hundred
You lil' niggas so bummy (21)
Make a diss song, they gon' wrap you like a mummy
My young niggas geekin' on [?] zombies
They hungry, up it on you then they tell you, ""Run it""
I stole cars, drove them like go-karts
Niggas actin' like bitches, they got both parts
And I came from the gutter, I don't got no heart
And I'm straight up out the gutter, I don't got no heart
Nigga when they killed my brother, I had to go hard
Put that chopper in his face and then I Bogart
Niggas tryna cross me, I don't understand it
I'm just tryna take care of the family
And I'm sippin' codeine, not brandy (21)
And I'm sippin' codeine, I'm a addict
You go to jail, can't depend on a bad bitch
She fucked and sucked him tryna keep up with the fashion
And I'm really, really rich and I ain't braggin'
Sometimes I really can't believe this shit happened
Who woulda thought I'd make it rappin'?
I almost lost my life when I was trappin'Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the pain with the
Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the pain with the
Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the
Numb the pain with the money, numb the pain with the money
Numb the pain with the money, numb the pain with theIf Young Metro don't trust you, I'm gon' shoot you




 ",21 Savage,Numb,Hip-Hop
121,"[Intro]
Straight up
21



Related




 






Can You Guess The Song By The Emojis?







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

[Verse]
.223 Diamondback with the drum, nigga (straight up)
Choppa like to crush a lot, Big Pun nigga (straight up)
I've been taking money ever since I was young, nigga (straight up)
Sneak dissin', niggas cuttin' out your tongue, nigga (straight up)
Real street nigga, I ain't doin' no cappin', nigga, I ain't told no lies (21)
I don't give a fuck if I got a hunnid' million, I'm keepin' my .45 (on God)
Walkin' up on ya nigga, point blank range, we ain't doin' no drive-by's (yeah)
I still right here wit' hollows, nigga, and I got my Glock out (facts)
She keep tryna watch Netflix, bitch, I'm pullin' my cock out (straight up)
Hit her with the dick and I left that bitch cockeyed (straight up, straight up)
All these VVS's, I made your bitch cockeyed (21, 21)
Talkin' out your neck, you get your T-shirt tie-dyed (on God)
I'm on Percocet's, I think I'm finna skydive (yeah)
You little pussycat, you must think you got nine lives (21)
I'm so sick of all this fruity shit, you niggas on thin ice
That stick gon' cut you half-time, now these niggas wanna switch sides (straight up)
I ain't really with that takin' shit, lil' nigga, I'm walkin' up (straight up)
That .30 like a tree lil' nigga, watch where you barkin' up (straight up)
We got way too many shots, y'all lil' niggas can't dodge enough (on God)
We can even challenge ya, 'cause y'all lil' niggas ain't charged enough (fast)
Quarter million dollar for a walkthrough (straight up)
Get the utmost respect when I walk through (straight up)
I love the way you suck that dick, lil' bitch, don't forget who taught you (straight up)
Way too much, can't stalk you (straight up)
Bogeyman, nigga, I'll haunt you (on God)
All these bullets 'round me, nigga, I ain't got time to punch you (21)
Hit 'em wit' the 3-2, all y'all niggas see through (yeah)
Broad day, I'll see food, had to hit a lick at Kiku (yeah-yeah)
Lil' bitch I don't need you (yeah-yeah)
Hell Nah, I can't eat you (yeah-yeah)
Let the whole gang G you, then I left that bitch at Jeju (yeah-yeah)
You must be scared or some, nigga, let's bet the spread or some (21)
That's your main bitch, but I bet that lil' bitch spread for some (on God)
I got all these blues like I ain't bangin' red or somethin' (trre)
I bought all these cars like l ain't got no legs or somethin' (yeah)
Fuck that other side, pull up in ya hood switch it (21)
Stash money, murder, two guns, nigga, big B's (21)
Every time I hit that bitch she come back like a frisbee (yeah)
I ain't got time to play with nobody kids, go watch Disney (yeah)
Skin made of concrete, nigga, you can never be me (21)
My brother down the road with a touchscreen and a FeFe (BF)
Candlelight gang, leave a nigga on the TV (21)
Fish fry gang, y'all can't even afford to die
Bitch, I'm way too real, I can't even afford to lie







 








 ",21 Savage,Who Run It (Freestyle),Hip-Hop
122,"She gon' ride it like a motorcycle (6x)[Hook: 21 Savage]
She gon' ride it like a motorcycle, throw it back baby recycle
Bitch I'm bleeding like I'm on a cycle, I be leaning baby no NyQuil
And I can't stop it, keep going baby don't stop it
All my garments come from France, French kissing in France
Hundred thousand stuffed in my pants, money piling up like ants
And I cant stop it, keep going baby don't stop it[Verse 1: 21 Savage]
I can't stop it, hundred thousand stuffed in my pocket
Pull up on a nigga with a rocket, if I pull it out then imma pop it
I call her bike life cuz she riding, non-stop it, eat the pussy up and then a nigga get it popping
Finger licking good like shrimp and teriyaki
VVS diamonds got my watch playing hockey
21 sacage I get money like a Jew, hundreds on me blue,
hundred on me blue
You know I'm a slut, ill fuck your crew
Yeah I'm a dog like that, pull up in a rarri with the top dropped back
Pull up on your block with the chop cocked back
Pew pew pew, make a nigga walk back
1017 they needa bring the wop back, when I get inside that pussy baby I can't stop
I love it when I see them nipples through the crop top
Butt crack showing in them G-Star jeans
Make a nigga wanna go and buy her a ring
She gon' turn a nigga to a fiend, she gon' make a nigga kill the scene
She gon' hold my dope when I'm in need, she gon' bail me out when I'm in need


Related




 






Match These Taylor Swift Songs to Her Ex-Boyfriends







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

[Hook: 21 Savage]
She gon' ride it like a motorcycle, throw it back baby recycle
Bitch I'm bleeding like I'm on a cycle, I be leaning baby no NyQuil
And I can't stop it, keep going baby don't stop it
All my garments come from France, French kissing in France
Hundred thousand stuffed in my pants, money piling up like ants
And I can't stop it, keep going baby don't stop it[Verse 2: Dreezy]
Put the money in the safe, you could beat it like a case
I've been waiting all day, so I could put it in your face
Been real with him from the start know a lot of niggas sell out
Get up in the jam you know who to call to bail out
Got a bad bitch, know these niggas gon' hate
Can't stop getting money bitch I don't got brakes
If a nigga bout his bread, it be getting to his head
He be running from the feds, left a lot of niggas dead
Ain't enough kush, he be rolling like dice
Show him who the business now he wanna throw the rights
He'll pay for it if I gave him a price, fuck around with my type boy you know you ain't right
I'm knowing your bitch ain't had shit
Its Dreezy and 21 Savage
Yeah million dollar nigga blow the money like a whistle
Take me where I wanna order steak up off the menu
Hard head nigga, know he gripping on a pistol, if you buy me a ring we can make this shit official
Fucking with me harder than your niggas, power couple yeah we all up on a mission
I know when you gotta handle business, you know imma be here waiting for you when you finish
Let's get it







 




[Hook: 21 Savage]
She gon' ride it like a motorcycle, throw it back baby recycle
Bitch I'm bleeding like I'm on a cycle, I be leaning baby no NyQuil
And I can't stop it, keep going baby don't stop it
All my garments come from France, French kissing in France
Hundred thousand stuffed in my pants, money piling up like ants
And I can't stop it, keep going baby don't stop it




 ",21 Savage,Slutty,Hip-Hop
123,"If young metro don't trust, i'm gon' shoot you!
Spent 1000 dollars just to sip (just to sip muddy)
Park that motherfucker in the VIP
I got that motherfucker on my hip
I'ma squeeze (baow)
I'ma squeeze (baow)
We ain't really with all that enemy shit
We ain't really with that pretenemy shit
Come and get your bitch she actin' friendly and shit
When I get inside that pussy, I be killin' that shit


Related




 






The 18 Greatest Revenge Songs of All Time







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

I'm in savage mode (woah)
I'm in savage mode (woah)
I'm in savage mode (woah)
I'm in savage mode, I'm a savage on these hoes (savage)
Savage on these hoes (woah)
Savage on these hoes, I'm a savage on these hoes (woah)
I'm in savage mode (twenniwan)
I'm in savage mode (savage)
I'm in savage mode (savage)
I'm in savage mode, I'm a savage on these hoes (twenniwan)
Savage on these hoes (twenniwan)
Savage on these hoes, I'm a savage on these hoes







 




Cup, woah
Muddy, yo
Hit the yo
Got the stick, woah
Keep it on me, yah
Knew you got it, yah
One in the head, yah
Bitch I fuckin' dare
Nigga I double dare
Why the fuck you stare?
Pew-pew, bet you ass don't stare
Red bottoms, yeah
Bitch watch where you step
I'm in savage mode, cook a nigga like a chef
Ain't no loyalty, these niggas off themselves
All these fuckin' stripes, I shoulda been a refI'm in savage mode (woah)
I'm in savage mode (woah)
I'm in savage mode (woah)
I'm in savage mode, I'm a savage on these hoes (savage)
Savage on these hoes (woah)
Savage on these hoes, I'm a savage on these hoes (woah)
I'm in savage mode (twenniwan)
I'm in savage mode (savage)
I'm in savage mode (savage)
I'm in savage mode, I'm a savage on these hoes (twenniwan)
Savage on these hoes (twenniwan)
Savage on these hoes, I'm a savage on these hoesAll that backstabbin' turned me to a savage
All that fuckin' crack it turned me to a savage
Racks inside the mattress turned me to a savage
I turned to a savage bitch, I gotta have it
Fell asleep in science, I love mathematics
Bitch I like the Act', bitch I like some trappin'
That chopper flip a nigga like he acrobatic
He don't want no smoke, he don't want no static
I'm in savage mode, shit can get tragic
I might toe tag him, I might body bag him
These bitches gettin' old, I already have 'em
She wanna live lavish, she don't need my statusI'm in savage mode (woah)
I'm in savage mode (woah)
I'm in savage mode (woah)
I'm in savage mode, I'm a savage on these hoes (savage)
Savage on these hoes (woah)
Savage on these hoes, I'm a savage on these hoes (woah)
I'm in savage mode (twenniwan)
I'm in savage mode (savage)
I'm in savage mode (savage)
I'm in savage mode, I'm a savage on these hoes (twenniwan)
Savage on these hoes (twenniwan)
Savage on these hoes, I'm a savage on these hoesI'm a savage on these hoes, savage on these hoes
Savage on these hoes, I'm a savage on these hoes
I'm in savage mode, I'm in savage mode
I'm in savage mode, I'm in savage mode
I'm a savage on these hoes, savage on these hoes
Savage on these hoes, I'm a savage on these hoes




 ",21 Savage,Savage Mode,Hip-Hop
124,"[Intro: 21 Savage & Offset]
Goyard duffle got a lot of racks (hey)
Louis Vuitton got a lot of racks (yeah yeah yeah yeah)
My carry-on got a lot of racks (yeah yeah yeah yeah yeah)
Everywhere I go I got them racks with me (yeah yeah yeah yeah)
Yeah, yeah yeah, you digg, for real, huh, huh, hey[Producer Tag: Future]
If young Metro don't trust you I'm gon' shoot you[Chorus: 21 Savage & Offset]
I'm gang banging (gang), and I'm dangerous (hey)
Smith & Wesson (brrt), and it's stainless (woo)
Brand new Rari (skrt), I'm finna paint it (yeah)
She took a xanny (yeah), then she fainted (yeah)
I'm from the gutter (hey), ain't no changing (nah)
From the gutter (gutter), rap saved me (rap)
She drive me crazy (drive me brazy), have my baby (have my baby)
Need my cash (need my racks), fuck you pay me (fuck you pay me)


Related




 






11 Delicious Misheard Lyrics About Food







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

[Verse 1: Offset]
Offset!
Where is the money? (where?)
Where is the, where is the paper? (where?)
Ooh, there go the acres, ooh
They biting my drip like a Sabre, yeah yeah
Who is my neighbor? (who?)
I live on the island, I'm sacred (island)
Yeah, life is the matrix
Be rich or be broke and be basic (rich)
You don't want static, yeah
All of my shooters on addys, yeah yeah
A-list status, uh uh
His and her Pateks (his and hers)
Out of here, gone gone gone, zoom
Piguets on the watch make 'em walk out the room
You keep the fire but you shoot at the moon
I get the fire and I aim at your noon
Street sweeper, we not talkin' 'bout the broom (nah)
I got more blow than balloons (blow)
You smell that, was addict perfume
Yeah we the wave and we big like typhoons (woo)
Go fifty-nine, eighty with moons (bust down)
Twenty-five million my move (twenty-five)
I drip in my sleep on snooze (drip)
I love when I meet Jesus







 




[Chorus: 21 Savage]
I'm gangbanging (yeah), and I'm dangerous (yeah)
Smith & Wesson (yeah), and it's stainless (yeah)
Brand new Rari (yeah), I'm finna paint it (yeah)
She took a xanny (yeah), then she fainted (yeah)
I'm from the gutter (yeah), ain't no changing (yeah)
From the gutter (yeah), rap saved me (yeah)
She drive me crazy (yah), have my baby (yah)
Need my cash (yah), fuck you pay me (yah)[Verse 2: 21 Savage]
I'm sedated (yah), eyes lazy (yah)
Bloody Phantom (yah), the seats brazy (yah)
I don't do payments, uh-huh, new Bentayga, uh-huh
Cost two-eighty, uh-huh, bitch I paid it, uh-huh
Rover SVR and I got the seats blazin' (21)
Went against the gang and he got his cheese grated (21)
Bitch you just a nut, baby we are not dating (21)
My tank top Givenchy, lil bitch I'm not basic
Sellin' glass out the house nigga (house nigga)
J's smokin' in the house nigga (the house nigga)
Send some bullets at your spouse nigga (spouse nigga)
Hide the racks in the couch nigga (couch nigga)[Chorus: 21 Savage & Offset]
I'm gang banging (yeah), and I'm dangerous (yeah)
Smith & Wesson (yeah), and it's stainless (yeah)
Brand new Rari (yeah), I'm finna paint it (yeah)
She took a xanny (yeah), then she fainted (yeah)
I'm from the gutter (hey), ain't no changing (nah)
From the gutter (gutter), rap saved me (rap)
She drive me crazy (drive me brazy), have my baby (have my baby)
Need my cash (need my racks), fuck you pay me (fuck you pay me)[Verse 3: Quavo]
Uh uh, uh uh, uh
Uh uh, uh uh, uh
Uh uh, uh uh
Chopper talk (yeah), AK AK walk (brrt brrt)
Spray the block (spray), it's an outline chalk (outline chalk)
We don't talk, young nigga be stackin' up that sign language (stack it)
If you get out of line, disrespect your boss
He should do just fire 'em at ya (fire)
Ironing boards (ironing)
Straightening money on ironing boards (yeah)
Connect the streets (streets)
Nigga keep lookin', can't find no cord (yeah)
Patek Phillipe (Patek), so much water can't find no shore (drippin')
Save beef (save it), nigga nobody can't find no water[Chorus: 21 Savage & Offset]
I'm gang banging (gang), and I'm dangerous (hey)
Smith & Wesson (brrt), and it's stainless (woo)
Brand new Rari (skrt), I'm finna paint it (yeah)
She took a xanny (yeah), then she fainted (yeah)
I'm from the gutter (hey), ain't no changing (nah)
From the gutter (gutter), rap saved me (rap)
She drive me crazy (drive me brazy), have my baby (have my baby)
Need my cash (need my racks), fuck you pay me (fuck you pay me)




 ",21 Savage,Rap Saved Me,Hip-Hop
125,"In my feelings, she got me in my feelings
She got me in my feelings (forreal)
She got me in my feelings (forreal)
Got me in my feeling (forreal)
She got me in my feelings (forreal)
She got me in my feelings (forreal)
Got me...
She got me in my feelings (forreal)
Buy a brand new Bentley (forreal)
Buy her new Chanel (forreal)
I don't kiss and tell (no)
Her diamonds raindrop (yeah)
Stay down when the fame stop (yeah)
She be scratching on my tank top
Real niggas 'gone make the pain stop
Bad bitch you gone ride with me 'till the wheels off (21)
Baby, you 'gone calm me down when I'm pissed off (21)
I'm a savage so your panties might get ripped off (21)
Your ex didn't know how to appreciate you now he missed out


Related




 






Songs You Love If You Love Nerds







NEW SONG: Joyner Lucas - 'Lotto' - LYRICS







HOT SONG: YoungBoy Never Broke Again -'Drop'em' - LYRICS






 
 

We got something special
We got something special
We got something special
We got something special
I was finna text you
But I ain't wanna pest you
Even if we ain't together (no matter we're forever)
I'm still coming to your rescue

Put you in that coupe
Put you in Jimmy Choo (21)
Burken bag (yeah), twenty-five thousand on the tag (yeah)
Put you on a private jet (yeah)
We ain't never riding first class (yeah)
And we having sex in the air, (yeah)
Make the whole compartment 'gone crash (yeah)
Hard to find a bad bitch to stay true to me (21)
Who 'gone spend them late nights in the booth with me
Gotta get a bitch she pullin' up to shoot with me
If you can't stay down then you ain't 'gone reap the fruits with me
Coke bottle model and she like to swallow
Pussy so good I give her all my guala (all my money)
I got your back forever, put that on my partner (on God)
You ain't gotta pay no bills







 





We got something special
We got something special (yeah)
We got something special
We got something special
I was finna text you
But I don't wanna pest you
Even if we ain't together (no matter we're forever)
I'm still coming to your rescue
Ride with me (ride with me)
Tell the truth and don't you lie to me (lie to me)
You know I need you on my side with me (side with me)
Tell the truth and don't you lie to me (lie to me)
Baby, roll with me (roll with me)
Jump in that coupe and, baby, coast with me (coast with me)
If I was broke she kicking doors with me (doors with me)
Baby, roll with me
Roll with me (21)
I'mma hold you down forever
You my round forever
They just want to use you, but I'm tryna help you
Savage I'm tryna build, they just tryna feel
Really ain't none of their business
We got something real special
We got something special
We got something special
We got something special
I was finna text you
But I don't wanna pest you
Even if we ain't together (no matter we're forever)
I'm still coming to your rescue




 ",21 Savage,Special,Hip-Hop
